90,80,75,70,81,65,100,46,2016,vote
83,65,86,85,91,100,93,46,2016,vote
38,30,78,60,54,100,39,47,2016,vote
71,77,93,100,74,79,65,47,2016,vote
59,77,91,100,68,74,83,47,2016,vote
84,45,51,54,100,49,35,48,2016,vote
47,46,100,87,0,94,47,48,2016,vote
100,64,41,75,67,39,82,48,2016,vote
56,100,93,47,50,70,75,49,2016,vote
91,79,74,100,68,87,95,49,2016,vote
100,78,52,83,35,38,43,49,2016,vote
49,0,0,100,58,93,45,50,2016,vote
80,0,58,68,61,100,0,50,2016,vote
100,0,0,63,0,47,45,50,2016,vote
